Time,Demand,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,cloud_cover
2026-06-26 04:00:00,258.65,25.9,98,0.0,3.5,10
2026-06-26 05:00:00,252.33,25.9,97,0.0,4.2,41
2026-06-26 06:00:00,251.79,26.8,95,0.6,7.7,40
2026-06-26 07:00:00,254.21,27.4,92,0.4,1.7,98
2026-06-26 08:00:00,271.7,27.9,89,0.7,2.7,41
2026-06-26 09:00:00,281.94,28.9,83,0.5,4.9,63
2026-06-26 10:00:00,287.39,30.0,78,0.2,6.2,15
2026-06-26 11:00:00,273.38,31.4,72,0.1,7.9,23
2026-06-26 12:00:00,284.76,32.0,67,0.1,9.4,16
2026-06-26 13:00:00,318.58,32.5,66,0.0,12.1,6
2026-06-26 14:00:00,291.52,32.9,63,0.0,12.2,6
2026-06-26 15:00:00,281.6,33.1,63,0.0,11.3,4
2026-06-26 16:00:00,259.51,33.0,64,0.0,10.0,9
2026-06-26 17:00:00,264.25,32.5,66,0.0,9.3,16
2026-06-26 18:00:00,259.55,32.0,71,0.0,7.3,5
2026-06-26 19:00:00,282.85,30.5,77,0.0,9.0,5
2026-06-26 20:00:00,312.67,29.9,76,0.0,8.1,11
2026-06-26 21:00:00,313.12,29.5,78,0.0,9.8,12
2026-06-26 22:00:00,274.21,29.3,80,0.0,10.2,11
2026-06-26 23:00:00,259.46,28.7,83,0.0,10.5,1
2026-06-27 00:00:00,295.69,29.3,80,0.0,11.4,52
2026-06-27 01:00:00,284.96,28.7,81,0.0,11.3,97
2026-06-27 02:00:00,263.76,26.4,92,2.0,9.7,96
2026-06-27 03:00:00,257.88,25.8,97,2.0,4.1,100
2026-06-27 04:00:00,254.65,25.7,96,2.8,4.0,68
2026-06-27 05:00:00,248.62,25.6,97,0.2,2.8,97
2026-06-27 06:00:00,248.54,27.1,93,0.1,6.6,93
2026-06-27 07:00:00,261.06,26.7,92,0.1,12.3,91
2026-06-27 08:00:00,276.52,27.2,90,0.3,8.7,77
2026-06-27 09:00:00,290.78,28.9,85,0.1,9.1,40
2026-06-27 10:00:00,310.02,30.9,77,0.1,8.8,51
2026-06-27 11:00:00,321.34,32.1,76,0.1,9.5,45
2026-06-27 12:00:00,337.51,32.5,72,0.1,9.1,37
2026-06-27 13:00:00,341.19,32.8,70,0.3,10.3,49
2026-06-27 14:00:00,320.14,32.8,71,0.2,10.5,49
2026-06-27 15:00:00,307.16,33.3,70,0.0,10.9,25
2026-06-27 16:00:00,295.3,33.0,69,0.0,12.5,21
2026-06-27 17:00:00,286.63,31.5,75,0.3,11.0,30
2026-06-27 18:00:00,281.72,31.6,75,0.1,9.0,71
2026-06-27 19:00:00,300.92,30.3,80,0.0,5.1,93
2026-06-27 20:00:00,332.02,30.0,77,0.0,7.8,97
2026-06-27 21:00:00,328.51,29.7,74,0.0,10.7,97
2026-06-27 22:00:00,300.85,29.3,73,0.0,10.1,98
2026-06-27 23:00:00,263.35,29.1,75,0.0,8.4,99
2026-06-28 00:00:00,322.56,27.5,81,0.0,5.5,100
2026-06-28 01:00:00,306.43,27.1,92,0.4,5.5,99
2026-06-28 02:00:00,310.22,27.8,90,0.0,4.9,98
2026-06-28 03:00:00,298.45,27.7,90,0.1,4.1,100
2026-06-28 04:00:00,286.51,27.5,90,0.1,7.6,97
2026-06-28 05:00:00,277.35,27.5,88,0.0,9.6,100
2026-06-28 06:00:00,276.35,26.1,94,0.0,7.6,100
2026-06-28 07:00:00,295.66,26.5,94,0.0,8.8,100
2026-06-28 08:00:00,304.12,28.1,89,0.0,8.8,99
2026-06-28 09:00:00,309.96,29.8,83,0.0,11.6,99
2026-06-28 10:00:00,306.91,30.9,79,0.0,9.4,100
2026-06-28 11:00:00,307.39,32.0,76,0.1,10.0,100
2026-06-28 12:00:00,319.77,32.4,75,0.2,9.9,99
2026-06-28 13:00:00,331.17,28.8,88,2.8,10.0,100
2026-06-28 14:00:00,327.71,26.5,100,5.9,3.3,100
2026-06-28 15:00:00,304.47,28.8,88,0.2,4.3,100
2026-06-28 16:00:00,288.9,29.8,82,0.4,4.0,99
2026-06-28 17:00:00,288.49,30.1,82,0.0,3.4,100
2026-06-28 18:00:00,286.18,29.8,84,0.0,5.9,100
2026-06-28 19:00:00,306.38,29.0,91,0.0,1.3,98
2026-06-28 20:00:00,333.72,28.6,92,0.0,1.4,98
2026-06-28 21:00:00,326.27,26.5,96,3.2,13.5,100
2026-06-28 22:00:00,324.68,26.2,97,3.7,3.4,100
2026-06-28 23:00:00,292.91,25.8,98,2.8,3.6,100
2026-06-29 00:00:00,304.86,27.3,98,0.4,6.1,95
2026-06-29 01:00:00,298.32,26.4,96,0.6,10.1,99
2026-06-29 02:00:00,388.2,25.7,99,1.9,7.9,100
2026-06-29 03:00:00,260.73,25.5,97,1.7,6.8,100
2026-06-29 04:00:00,259.13,25.3,97,1.8,3.5,100
2026-06-29 05:00:00,246.3,25.4,96,7.0,3.4,100
2026-06-29 06:00:00,231.38,26.2,97,1.6,4.6,100
2026-06-29 07:00:00,246.03,25.8,97,3.0,11.7,100
2026-06-29 08:00:00,263.97,25.8,97,1.4,6.4,99
2026-06-29 09:00:00,285.6,26.7,92,0.6,10.8,99
2026-06-29 10:00:00,275.56,27.5,91,2.5,10.6,100
2026-06-29 11:00:00,265.16,27.2,93,2.2,11.4,100
2026-06-29 12:00:00,300.01,26.9,90,1.4,9.9,100
2026-06-29 13:00:00,298.29,27.5,89,1.0,10.5,100
2026-06-29 14:00:00,286.65,28.6,87,0.4,10.4,100
2026-06-29 15:00:00,265.26,29.4,84,0.2,7.6,100
2026-06-29 16:00:00,250.5,29.5,83,0.2,7.2,100
2026-06-29 17:00:00,241.91,28.5,86,0.7,8.2,100
2026-06-29 18:00:00,243.5,27.5,91,0.9,6.1,100
2026-06-29 19:00:00,265.18,27.2,92,0.0,7.3,99
2026-06-29 20:00:00,290.61,27.0,94,0.0,5.1,100
2026-06-29 21:00:00,289.2,27.0,95,0.0,4.0,100
2026-06-29 22:00:00,271.86,26.7,96,0.0,4.7,100
2026-06-29 23:00:00,253.0,26.1,95,1.3,5.8,100
2026-06-30 00:00:00,270.04,27.1,93,0.5,6.7,98
2026-06-30 01:00:00,259.77,26.0,97,0.0,7.5,99
2026-06-30 02:00:00,247.79,25.7,97,0.0,8.7,100
2026-06-30 03:00:00,241.64,25.3,98,0.0,10.2,98
2026-06-30 04:00:00,234.96,24.8,98,0.0,8.4,99
2026-06-30 05:00:00,225.95,24.6,97,0.0,8.6,99
2026-06-30 06:00:00,227.46,25.5,97,0.0,3.8,91
2026-06-30 07:00:00,245.98,26.9,91,0.1,6.9,90
2026-06-30 08:00:00,264.43,28.1,88,0.1,6.3,80
2026-06-30 09:00:00,280.86,29.6,83,0.1,7.1,95
2026-06-30 10:00:00,286.5,30.9,75,0.1,9.1,100
2026-06-30 11:00:00,301.46,30.7,76,0.1,9.1,100
2026-06-30 12:00:00,320.28,31.8,72,0.1,8.4,100
2026-06-30 13:00:00,329.64,31.6,72,0.0,5.7,100
2026-06-30 14:00:00,312.86,28.6,84,2.0,9.7,91
2026-06-30 15:00:00,295.12,28.0,87,3.5,2.4,34
2026-06-30 16:00:00,282.28,29.8,81,0.3,1.6,59
2026-06-30 17:00:00,270.35,30.4,79,0.0,1.4,59
2026-06-30 18:00:00,269.92,28.3,90,0.4,5.0,97
2026-06-30 19:00:00,299.52,28.0,93,0.0,3.1,89
2026-06-30 20:00:00,332.33,27.7,94,0.0,4.0,60
2026-06-30 21:00:00,313.72,27.5,95,0.0,3.9,65
2026-06-30 22:00:00,300.97,27.4,95,0.0,3.3,62
2026-06-30 23:00:00,288.93,27.4,96,0.0,6.9,64
2026-07-01 00:00:00,280.15,27.7,95,2.0,6.3,53
2026-07-01 01:00:00,278.27,27.1,95,1.4,6.3,39
2026-07-01 02:00:00,266.45,26.7,97,0.2,6.8,31
2026-07-01 03:00:00,257.85,26.6,97,0.1,5.6,34
2026-07-01 04:00:00,248.52,26.4,97,0.0,4.8,40
2026-07-01 05:00:00,245.48,26.2,97,0.2,8.0,53
2026-07-01 06:00:00,248.57,27.1,96,0.0,7.7,98
2026-07-01 07:00:00,271.43,27.4,95,0.4,8.4,93
2026-07-01 08:00:00,285.95,28.6,88,0.1,8.9,79
2026-07-01 09:00:00,289.75,29.9,85,0.1,10.3,96
2026-07-01 10:00:00,303.39,30.6,82,0.3,11.2,98
2026-07-01 11:00:00,314.18,31.3,77,0.4,11.8,100
2026-07-01 12:00:00,318.48,31.2,78,0.5,10.9,100
2026-07-01 13:00:00,328.93,28.6,87,2.5,9.5,98
2026-07-01 14:00:00,313.24,30.7,80,0.4,9.0,96
2026-07-01 15:00:00,285.64,30.9,78,0.2,10.3,99
2026-07-01 16:00:00,272.96,29.9,81,0.8,11.9,99
2026-07-01 17:00:00,261.29,29.1,87,0.2,10.4,97
2026-07-01 18:00:00,261.12,29.5,84,0.1,8.6,99
2026-07-01 19:00:00,289.46,28.7,89,0.0,7.2,98
2026-07-01 20:00:00,318.81,28.3,91,0.0,5.4,98
2026-07-01 21:00:00,320.86,28.0,92,0.0,6.7,95
2026-07-01 22:00:00,300.68,27.8,92,0.0,7.6,97
2026-07-01 23:00:00,299.93,27.7,92,0.0,7.2,99
